"finessGeoDP","annee","vda","n","pct"
"330782582",2025,"COE",25,100
"330783648",2021,"COE",82,93.2
"330783648",2021,"LAP",6,6.8
"330783648",2022,"COE",49,50
"330783648",2022,"LAP",8,8.2
"330783648",2022,"ROB",41,41.8
"330783648",2023,"COE",26,37.7
"330783648",2023,"LAP",2,2.9
"330783648",2023,"ROB",41,59.4
"330783648",2024,"COE",41,60.3
"330783648",2024,"LAP",1,1.5
"330783648",2024,"ROB",26,38.2
"330783648",2025,"COE",14,36.8
"330783648",2025,"LAP",1,2.6
"330783648",2025,"ROB",23,60.5
"340000033",2021,"COE",52,94.5
"340000033",2021,"ROB",3,5.5
"340000033",2022,"COE",14,23.7
"340000033",2022,"ROB",45,76.3
"340000033",2023,"COE",1,1.3
"340000033",2023,"ROB",76,98.7
"340000033",2024,"COE",32,45.1
"340000033",2024,"ROB",39,54.9
"340000033",2025,"ROB",46,100
"340009885",2021,"COE",40,100
"340009885",2022,"COE",36,100
"340009885",2023,"COE",43,100
"340009885",2024,"COE",45,100
"340009885",2025,"COE",32,100
"340015502",2021,"COE",280,84.3
"340015502",2021,"LAP",32,9.6
"340015502",2021,"ROB",20,6
"340015502",2022,"COE",237,88.4
"340015502",2022,"LAP",17,6.3
"340015502",2022,"ROB",14,5.2
"340015502",2023,"COE",209,87.4
"340015502",2023,"LAP",30,12.6
"340015502",2024,"COE",158,82.7
"340015502",2024,"LAP",33,17.3
"340015502",2025,"COE",85,85.9
"340015502",2025,"LAP",12,12.1
"340015502",2025,"ROB",2,2
"340015965",2021,"COE",181,99.5
"340015965",2021,"ROB",1,0.5
"340015965",2022,"COE",147,99.3
"340015965",2022,"ROB",1,0.7
"340015965",2023,"COE",156,100
"340015965",2024,"COE",148,100
"340015965",2025,"COE",68,100
"340024314",2021,"COE",44,100
"340024314",2022,"COE",63,100
"340024314",2023,"COE",49,98
"340024314",2023,"LAP",1,2
"340024314",2024,"COE",31,100
"340024314",2025,"COE",20,100
"340780667",2021,"COE",71,94.7
"340780667",2021,"ROB",4,5.3
"340780667",2022,"COE",74,100
"340780667",2023,"COE",73,100
"340780667",2024,"COE",69,100
"340780667",2025,"COE",35,100
"340780675",2021,"COE",98,96.1
"340780675",2021,"LAP",1,1
"340780675",2021,"ROB",3,2.9
"340780675",2022,"COE",93,83.8
"340780675",2022,"ROB",18,16.2
"340780675",2023,"COE",99,79.8
"340780675",2023,"ROB",25,20.2
"340780675",2024,"COE",131,100
"340780675",2025,"COE",25,100
"340780741",2021,"COE",49,98
"340780741",2021,"ROB",1,2
"340780741",2022,"COE",40,100
"340780741",2023,"COE",41,100
"340780741",2024,"COE",58,100
"340780741",2025,"COE",49,98
"340780741",2025,"LAP",1,2
"340782036",2021,"COE",228,97
"340782036",2021,"LAP",5,2.1
"340782036",2021,"ROB",2,0.9
"340782036",2022,"COE",269,98.5
"340782036",2022,"LAP",3,1.1
"340782036",2022,"ROB",1,0.4
"340782036",2023,"COE",254,99.2
"340782036",2023,"LAP",2,0.8
"340782036",2024,"COE",220,97.3
"340782036",2024,"LAP",2,0.9
"340782036",2024,"ROB",4,1.8
"340782036",2025,"COE",122,88.4
"340782036",2025,"LAP",1,0.7
"340782036",2025,"ROB",15,10.9
"350000121",2021,"COE",361,90.9
"350000121",2021,"LAP",36,9.1
"350000121",2022,"COE",305,95.3
"350000121",2022,"LAP",12,3.8
"350000121",2022,"ROB",3,0.9
"350000121",2023,"COE",302,90.7
"350000121",2023,"LAP",15,4.5
"350000121",2023,"ROB",16,4.8
"350000121",2024,"COE",276,86.5
"350000121",2024,"LAP",29,9.1
"350000121",2024,"ROB",14,4.4
"350000121",2025,"COE",127,92
"350000121",2025,"LAP",8,5.8
"350000121",2025,"ROB",3,2.2
"350000139",2021,"COE",18,100
"350000139",2022,"COE",30,100
"350000139",2023,"COE",35,100
"350000139",2024,"COE",71,100
"350000139",2025,"COE",39,97.5
"350000139",2025,"ROB",1,2.5
"350000147",2021,"COE",48,96
"350000147",2021,"LAP",2,4
"350000147",2022,"COE",51,98.1
"350000147",2022,"ROB",1,1.9
"350000147",2023,"COE",39,92.9
"350000147",2023,"LAP",3,7.1
"350000147",2024,"COE",43,86
"350000147",2024,"LAP",7,14
"350000147",2025,"COE",17,94.4
"350000147",2025,"LAP",1,5.6
"350000741",2021,"COE",48,98
"350000741",2021,"LAP",1,2
"350000741",2022,"COE",46,100
"350000741",2023,"COE",42,100
"350000741",2025,"COE",13,100
"360000129",2021,"COE",24,100
"360000129",2022,"COE",45,100
"360000129",2023,"COE",33,100
"360000129",2024,"COE",57,100
"360000129",2025,"COE",48,100
"370000093",2021,"COE",166,100
"370000093",2022,"COE",138,98.6
"370000093",2022,"ROB",2,1.4
"370000093",2023,"COE",122,78.7
"370000093",2023,"ROB",33,21.3
"370000093",2024,"COE",106,81.5
"370000093",2024,"ROB",24,18.5
"370000093",2025,"COE",53,75.7
"370000093",2025,"ROB",17,24.3
"370004467",2021,"COE",41,100
"370004467",2022,"COE",60,96.8
"370004467",2022,"LAP",2,3.2
"370004467",2023,"COE",53,100
"370004467",2024,"COE",39,95.1
"370004467",2024,"LAP",2,4.9
"370004467",2025,"COE",24,100
"370007569",2021,"COE",53,98.1
"370007569",2021,"ROB",1,1.9
"370007569",2022,"COE",54,100
"370007569",2023,"COE",57,100
"370007569",2024,"COE",48,100
"370007569",2025,"COE",8,100
"380000067",2021,"COE",90,85.7
"380000067",2021,"LAP",2,1.9
"380000067",2021,"ROB",13,12.4
"380000067",2022,"COE",82,80.4
"380000067",2022,"ROB",20,19.6
"380000067",2023,"COE",83,74.8
"380000067",2023,"ROB",28,25.2
"380000067",2024,"COE",78,67.8
"380000067",2024,"ROB",37,32.2
"380000067",2025,"COE",30,60
"380000067",2025,"ROB",20,40
"380000174",2021,"COE",33,97.1
"380000174",2021,"LAP",1,2.9
"380000174",2022,"COE",42,100
"380000174",2023,"COE",32,100
"380000174",2024,"COE",63,100
"380000174",2025,"COE",25,100
"380012658",2021,"COE",78,100
"380012658",2022,"COE",93,100
"380012658",2023,"COE",68,100
"380012658",2024,"COE",48,100
"380012658",2025,"COE",12,100
"380780197",2021,"COE",86,98.9
"380780197",2021,"ROB",1,1.1
"380780197",2022,"COE",55,100
"380780197",2023,"COE",65,100
"380780197",2024,"COE",107,100
"380780197",2025,"COE",41,100
"380785956",2021,"COE",324,96.7
"380785956",2021,"LAP",9,2.7
"380785956",2021,"ROB",2,0.6
"380785956",2022,"COE",219,86.6
"380785956",2022,"LAP",5,2
"380785956",2022,"ROB",29,11.5
"380785956",2023,"COE",206,84.8
"380785956",2023,"ROB",37,15.2
"380785956",2024,"COE",196,93.8
"380785956",2024,"ROB",13,6.2
"380785956",2025,"COE",88,83.8
"380785956",2025,"ROB",17,16.2
"400000105",2021,"COE",84,95.5
"400000105",2021,"LAP",1,1.1
"400000105",2021,"ROB",3,3.4
"400000105",2022,"COE",76,80.9
"400000105",2022,"LAP",1,1.1
"400000105",2022,"ROB",17,18.1
"400000105",2023,"COE",67,72.8
"400000105",2023,"ROB",25,27.2
"400000105",2024,"COE",95,77.2
"400000105",2024,"ROB",28,22.8
"400000105",2025,"COE",34,75.6
"400000105",2025,"LAP",1,2.2
"400000105",2025,"ROB",10,22.2
"410000020",2021,"COE",52,96.3
"410000020",2021,"LAP",2,3.7
"410000020",2022,"COE",53,96.4
"410000020",2022,"LAP",1,1.8
"410000020",2022,"ROB",1,1.8
"410000020",2023,"COE",61,98.4
"410000020",2023,"LAP",1,1.6
"410000020",2024,"COE",40,97.6
"410000020",2024,"LAP",1,2.4
"410000020",2025,"COE",18,94.7
"410000020",2025,"LAP",1,5.3
"420010050",2021,"COE",257,86.8
"420010050",2021,"ROB",39,13.2
"420010050",2022,"COE",226,84
"420010050",2022,"ROB",43,16
"420010050",2023,"COE",167,76.6
"420010050",2023,"ROB",51,23.4
"420010050",2024,"COE",173,81.2
"420010050",2024,"ROB",40,18.8
"420010050",2025,"COE",103,74.1
"420010050",2025,"ROB",36,25.9
"420011413",2021,"COE",174,99.4
"420011413",2021,"LAP",1,0.6
"420011413",2022,"COE",196,99.5
"420011413",2022,"LAP",1,0.5
"420011413",2023,"COE",188,100
"420011413",2024,"COE",203,100
"420011413",2025,"COE",88,100
"420785354",2021,"COE",59,100
"420785354",2022,"COE",77,98.7
"420785354",2022,"LAP",1,1.3
"420785354",2023,"COE",59,100
"420785354",2024,"COE",65,100
"420785354",2025,"COE",40,100
"430000117",2021,"COE",46,97.9
"430000117",2021,"LAP",1,2.1
"430000117",2022,"COE",42,100
"430000117",2023,"COE",24,96
"430000117",2023,"LAP",1,4
"430000117",2024,"COE",39,92.9
"430000117",2024,"LAP",3,7.1
"430000117",2025,"COE",13,92.9
"430000117",2025,"LAP",1,7.1
"440000271",2021,"COE",153,98.1
"440000271",2021,"LAP",2,1.3
"440000271",2021,"ROB",1,0.6
"440000271",2022,"COE",176,99.4
"440000271",2022,"LAP",1,0.6
"440000271",2023,"COE",124,98.4
"440000271",2023,"LAP",1,0.8
"440000271",2023,"ROB",1,0.8
"440000271",2024,"COE",138,100
"440000271",2025,"COE",55,98.2
"440000271",2025,"LAP",1,1.8
"440000412",2021,"COE",192,99.5
"440000412",2021,"LAP",1,0.5
"440000412",2022,"COE",224,99.6
"440000412",2022,"LAP",1,0.4
"440000412",2023,"COE",161,100
"440000412",2024,"COE",156,100
"440000412",2025,"COE",95,100
"440029338",2021,"COE",154,97.5
"440029338",2021,"LAP",1,0.6
"440029338",2021,"ROB",3,1.9
"440029338",2022,"COE",153,100
"440029338",2023,"COE",137,98.6
"440029338",2023,"ROB",2,1.4
"440029338",2024,"COE",125,97.7
"440029338",2024,"ROB",3,2.3
"440029338",2025,"COE",62,98.4
"440029338",2025,"LAP",1,1.6
"440033819",2021,"COE",155,99.4
"440033819",2021,"LAP",1,0.6
"440033819",2022,"COE",135,100
"440033819",2023,"COE",158,100
"440033819",2024,"COE",129,100
"440033819",2025,"COE",72,98.6
"440033819",2025,"LAP",1,1.4
"440050433",2021,"COE",123,100
"440050433",2022,"COE",121,100
"440050433",2023,"COE",121,99.2
"440050433",2023,"LAP",1,0.8
"440050433",2024,"COE",79,91.9
"440050433",2024,"ROB",7,8.1
"440050433",2025,"COE",41,74.5
"440050433",2025,"LAP",1,1.8
"440050433",2025,"ROB",13,23.6
"450002613",2021,"COE",43,32.1
"450002613",2021,"LAP",2,1.5
"450002613",2021,"ROB",89,66.4
"450002613",2022,"COE",50,30.9
"450002613",2022,"ROB",112,69.1
"450002613",2023,"COE",51,29.7
"450002613",2023,"LAP",1,0.6
"450002613",2023,"ROB",120,69.8
"450002613",2024,"COE",86,55.8
"450002613",2024,"LAP",1,0.6
"450002613",2024,"ROB",67,43.5
"450002613",2025,"COE",27,33.3
"450002613",2025,"ROB",54,66.7
"450010079",2021,"COE",50,100
"450010079",2022,"COE",34,100
"450010079",2023,"COE",35,100
"450010079",2024,"COE",28,100
"450010079",2025,"COE",12,100
"460000045",2021,"COE",35,100
"460000045",2022,"COE",34,100
"460000045",2023,"COE",36,100
"460000045",2024,"COE",35,100
"460000045",2025,"COE",22,100
"470000027",2021,"COE",28,100
"470000027",2022,"COE",61,100
"470000027",2023,"COE",68,100
"470000027",2024,"COE",73,98.6
"470000027",2024,"LAP",1,1.4
"470000027",2025,"COE",33,68.8
"470000027",2025,"ROB",15,31.2
"470000423",2021,"COE",23,100
"470000423",2022,"COE",42,100
"470000423",2023,"COE",39,100
"470000423",2024,"COE",35,100
"470000423",2025,"COE",16,100
"470016049",2021,"COE",103,99
"470016049",2021,"ROB",1,1
"470016049",2022,"COE",93,100
"470016049",2023,"COE",100,97.1
"470016049",2023,"LAP",1,1
"470016049",2023,"ROB",2,1.9
"470016049",2024,"COE",97,99
"470016049",2024,"ROB",1,1
"470016049",2025,"COE",37,100
"490000049",2021,"COE",24,100
"490000049",2022,"COE",38,100
"490000049",2023,"COE",40,97.6
"490000049",2023,"LAP",1,2.4
"490000049",2024,"COE",31,100
"490000049",2025,"COE",19,95
"490000049",2025,"ROB",1,5
"490014909",2021,"COE",353,76.4
"490014909",2021,"ROB",109,23.6
"490014909",2022,"COE",379,82.4
"490014909",2022,"ROB",81,17.6
"490014909",2023,"COE",334,80.1
"490014909",2023,"ROB",83,19.9
"490014909",2024,"COE",366,88.2
"490014909",2024,"ROB",49,11.8
"490014909",2025,"COE",129,86
"490014909",2025,"ROB",21,14
"500000146",2023,"COE",23,100
"500000146",2024,"COE",56,100
"500000146",2025,"COE",43,100
"500000187",2021,"COE",49,100
"500000187",2022,"COE",42,100
"500000187",2023,"COE",49,98
"500000187",2023,"LAP",1,2
"500000187",2024,"COE",28,100
"500000187",2025,"COE",14,100
"500000203",2021,"COE",39,100
"500000203",2022,"COE",40,100
"500000203",2023,"COE",55,100
"500000203",2024,"COE",27,100
"500000450",2021,"COE",66,98.5
"500000450",2021,"ROB",1,1.5
"500000450",2022,"COE",63,95.5
"500000450",2022,"ROB",3,4.5
"500000450",2023,"COE",52,98.1
"500000450",2023,"ROB",1,1.9
"500000450",2024,"COE",58,100
"500000450",2025,"COE",32,100
"500002357",2021,"COE",32,100
"500002357",2022,"COE",51,100
"500002357",2023,"COE",54,100
"500002357",2024,"COE",53,98.1
"500002357",2024,"LAP",1,1.9
"500002357",2025,"COE",33,100
"510002447",2021,"COE",48,100
"510002447",2022,"COE",58,84.1
"510002447",2022,"ROB",11,15.9
"510002447",2023,"COE",77,77
"510002447",2023,"LAP",3,3
"510002447",2023,"ROB",20,20
"510002447",2024,"COE",81,88
"510002447",2024,"ROB",11,12
"510002447",2025,"COE",36,81.8
"510002447",2025,"ROB",8,18.2
"510024979",2021,"COE",239,99.6
"510024979",2021,"LAP",1,0.4
"510024979",2022,"COE",222,100
"510024979",2023,"COE",228,99.1
"510024979",2023,"LAP",1,0.4
"510024979",2023,"ROB",1,0.4
"510024979",2024,"COE",180,100
"510024979",2025,"COE",119,100
"540000478",2021,"COE",54,100
"540000478",2022,"COE",65,100
"540000478",2023,"COE",62,100
"540000478",2024,"COE",68,98.6
"540000478",2024,"LAP",1,1.4
"540000478",2025,"COE",48,98
"540000478",2025,"LAP",1,2
"540000486",2021,"COE",208,99
"540000486",2021,"LAP",2,1
"540000486",2022,"COE",140,98.6
"540000486",2022,"LAP",2,1.4
"540001096",2021,"COE",48,98
"540001096",2021,"ROB",1,2
"540001096",2022,"COE",50,100
"540001096",2023,"COE",60,100
"540001096",2024,"COE",78,100
"540001096",2025,"COE",37,100
"540002698",2021,"COE",159,84.6
"540002698",2021,"LAP",3,1.6
"540002698",2021,"ROB",26,13.8
"540002698",2022,"COE",190,80.2
"540002698",2022,"LAP",5,2.1
"540002698",2022,"ROB",42,17.7
"540002698",2023,"COE",158,72.5
"540002698",2023,"LAP",4,1.8
"540002698",2023,"ROB",56,25.7
"540002698",2024,"COE",178,73.9
"540002698",2024,"LAP",2,0.8
"540002698",2024,"ROB",61,25.3
"540002698",2025,"COE",75,60
"540002698",2025,"LAP",1,0.8
"540002698",2025,"ROB",49,39.2
"540026895",2022,"COE",43,100
"540026895",2023,"COE",195,100
"540026895",2024,"COE",110,85.9
"540026895",2024,"LAP",1,0.8
"540026895",2024,"ROB",17,13.3
"540026895",2025,"COE",81,100
"550000178",2021,"COE",37,100
"550000178",2022,"COE",27,100
"550000178",2023,"COE",36,94.7
"550000178",2023,"LAP",1,2.6
"550000178",2023,"ROB",1,2.6
"550000178",2024,"COE",16,94.1
"550000178",2024,"ROB",1,5.9
"560000127",2021,"COE",36,97.3
"560000127",2021,"LAP",1,2.7
"560000127",2022,"COE",35,97.2
"560000127",2022,"LAP",1,2.8
"560000127",2023,"COE",40,87
"560000127",2023,"LAP",5,10.9
"560000127",2023,"ROB",1,2.2
"560000127",2024,"COE",45,95.7
"560000127",2024,"LAP",2,4.3
"560000127",2025,"COE",19,95
"560000127",2025,"LAP",1,5
"560000135",2021,"COE",17,38.6
"560000135",2021,"ROB",27,61.4
"560000135",2022,"COE",18,32.7
"560000135",2022,"ROB",37,67.3
"560000135",2023,"COE",21,41.2
"560000135",2023,"ROB",30,58.8
"560000135",2024,"COE",31,56.4
"560000135",2024,"ROB",24,43.6
"560000135",2025,"COE",11,57.9
"560000135",2025,"LAP",1,5.3
"560000135",2025,"ROB",7,36.8
"560000143",2021,"COE",50,100
"560000143",2022,"COE",38,100
"560000143",2023,"COE",46,97.9
"560000143",2023,"LAP",1,2.1
"560000143",2024,"COE",36,100
"560000143",2025,"COE",24,100
"560008799",2021,"COE",178,99.4
"560008799",2021,"LAP",1,0.6
"560008799",2022,"COE",175,99.4
"560008799",2022,"LAP",1,0.6
"560008799",2023,"COE",156,99.4
"560008799",2023,"LAP",1,0.6
"560008799",2024,"COE",107,99.1
"560008799",2024,"LAP",1,0.9
"560008799",2025,"COE",39,100
"560029068",2021,"COE",38,97.4
"560029068",2021,"ROB",1,2.6
"560029068",2022,"COE",39,97.5
"560029068",2022,"ROB",1,2.5
"560029068",2023,"COE",36,100
"560029068",2024,"COE",22,100
"560029068",2025,"COE",12,100
"570000059",2021,"COE",124,100
"570000059",2022,"COE",115,99.1
"570000059",2022,"ROB",1,0.9
"570000059",2023,"COE",95,100
"570000059",2024,"COE",65,100
"570000059",2025,"COE",27,100
"570000083",2021,"COE",154,99.4
"570000083",2021,"LAP",1,0.6
"570000083",2022,"COE",124,100
"570000083",2023,"COE",109,100
"570000083",2024,"COE",100,100
"570000083",2025,"COE",57,100
"570000349",2021,"COE",26,92.9
"570000349",2021,"LAP",2,7.1
"570000349",2022,"COE",59,100
"570000349",2023,"COE",50,100
"570000349",2024,"COE",35,100
"570000349",2025,"COE",15,100
"570000356",2023,"COE",22,100
"570000356",2024,"COE",36,97.3
"570000356",2024,"LAP",1,2.7
"570000356",2025,"COE",9,90
"570000356",2025,"LAP",1,10
"570000646",2021,"COE",61,100
"570000646",2022,"COE",57,100
"570000646",2023,"COE",93,94.9
"570000646",2023,"ROB",5,5.1
"570000646",2024,"COE",65,97
"570000646",2024,"ROB",2,3
"570000646",2025,"COE",35,92.1
"570000646",2025,"ROB",3,7.9
"570026252",2021,"COE",54,100
"570026252",2022,"COE",62,98.4
"570026252",2022,"LAP",1,1.6
"570026252",2023,"COE",72,100
"570026252",2024,"COE",63,98.4
"570026252",2024,"ROB",1,1.6
"570026252",2025,"COE",30,81.1
"570026252",2025,"ROB",7,18.9
"570026682",2021,"COE",39,100
"570026682",2022,"COE",72,98.6
"570026682",2022,"LAP",1,1.4
"570026682",2023,"COE",48,92.3
"570026682",2023,"ROB",4,7.7
"570026682",2024,"COE",40,83.3
"570026682",2024,"ROB",8,16.7
"570026682",2025,"COE",4,25
"570026682",2025,"ROB",12,75
"590000337",2021,"COE",31,96.9
"590000337",2021,"ROB",1,3.1
"590000337",2022,"COE",36,97.3
"590000337",2022,"LAP",1,2.7
"590000337",2023,"COE",22,100
"590000337",2024,"COE",49,100
"590000337",2025,"COE",28,93.3
"590000337",2025,"ROB",2,6.7
"590000428",2021,"COE",17,100
"590000428",2022,"COE",44,97.8
"590000428",2022,"ROB",1,2.2
"590000428",2023,"COE",64,100
"590000428",2024,"COE",37,63.8
"590000428",2024,"ROB",21,36.2
"590000428",2025,"COE",3,8.1
"590000428",2025,"ROB",34,91.9
"590000592",2021,"COE",115,97.5
"590000592",2021,"LAP",1,0.8
"590000592",2021,"ROB",2,1.7
"590000592",2022,"COE",77,98.7
"590000592",2022,"ROB",1,1.3
"590000592",2023,"COE",75,91.5
"590000592",2023,"LAP",4,4.9
"590000592",2023,"ROB",3,3.7
"590000592",2024,"COE",57,98.3
"590000592",2024,"ROB",1,1.7
"590000592",2025,"COE",33,100
"590000618",2021,"COE",122,98.4
"590000618",2021,"LAP",2,1.6
"590000618",2022,"COE",97,86.6
"590000618",2022,"ROB",15,13.4
"590000618",2023,"COE",82,75.9
"590000618",2023,"ROB",26,24.1
"590000618",2024,"COE",76,77.6
"590000618",2024,"ROB",22,22.4
"590000618",2025,"COE",32,64
"590000618",2025,"LAP",1,2
"590000618",2025,"ROB",17,34
"590006896",2021,"COE",46,100
"590006896",2022,"COE",43,100
"590006896",2023,"COE",48,100
"590006896",2024,"COE",36,100
"590006896",2025,"COE",19,100
"590008041",2021,"COE",372,99.5
"590008041",2021,"LAP",1,0.3
"590008041",2021,"ROB",1,0.3
"590008041",2022,"COE",402,99.8
"590008041",2022,"LAP",1,0.2
"590008041",2023,"COE",368,99.7
"590008041",2023,"LAP",1,0.3
"590008041",2024,"COE",351,99.7
"590008041",2024,"LAP",1,0.3
"590008041",2025,"COE",181,100
"590052056",2021,"COE",157,99.4
"590052056",2021,"LAP",1,0.6
"590052056",2022,"COE",102,98.1
"590052056",2022,"LAP",1,1
"590052056",2022,"ROB",1,1
"590052056",2023,"COE",123,99.2
"590052056",2023,"LAP",1,0.8
"590052056",2024,"COE",106,97.2
"590052056",2024,"LAP",3,2.8
"590052056",2025,"COE",54,100
"590780268",2021,"COE",90,100
"590780268",2022,"COE",83,88.3
"590780268",2022,"LAP",10,10.6
"590780268",2022,"ROB",1,1.1
"590780268",2023,"COE",77,80.2
"590780268",2023,"LAP",19,19.8
"590780268",2024,"COE",56,80
"590780268",2024,"LAP",14,20
"590780268",2025,"COE",31,88.6
"590780268",2025,"LAP",4,11.4
"590780284",2021,"COE",112,99.1
"590780284",2021,"LAP",1,0.9
"590780284",2022,"COE",122,100
"590780284",2023,"COE",110,76.9
"590780284",2023,"ROB",33,23.1
"590780284",2024,"COE",133,79.6
"590780284",2024,"ROB",34,20.4
"590780284",2025,"COE",24,36.4
"590780284",2025,"LAP",1,1.5
"590780284",2025,"ROB",41,62.1
"590780383",2021,"COE",397,99
"590780383",2021,"ROB",4,1
"590780383",2022,"COE",363,98.1
"590780383",2022,"LAP",1,0.3
"590780383",2022,"ROB",6,1.6
"590780383",2023,"COE",310,98.7
"590780383",2023,"ROB",4,1.3
"590780383",2024,"COE",303,99.7
"590780383",2024,"LAP",1,0.3
"590780383",2025,"COE",175,98.9
"590780383",2025,"ROB",2,1.1
"590801106",2021,"COE",30,88.2
"590801106",2021,"ROB",4,11.8
"590801106",2022,"COE",46,92
"590801106",2022,"LAP",2,4
"590801106",2022,"ROB",2,4
"590801106",2023,"COE",39,88.6
"590801106",2023,"LAP",1,2.3
"590801106",2023,"ROB",4,9.1
"590801106",2024,"COE",12,100
"590801106",2025,"COE",22,78.6
"590801106",2025,"ROB",6,21.4
"590811279",2021,"COE",207,75.8
"590811279",2021,"LAP",5,1.8
"590811279",2021,"ROB",61,22.3
"590811279",2022,"COE",210,77.8
"590811279",2022,"LAP",4,1.5
"590811279",2022,"ROB",56,20.7
"590811279",2023,"COE",202,76.2
"590811279",2023,"LAP",7,2.6
"590811279",2023,"ROB",56,21.1
"590811279",2024,"COE",164,78.1
"590811279",2024,"ROB",46,21.9
"590811279",2025,"COE",56,61.5
"590811279",2025,"LAP",1,1.1
"590811279",2025,"ROB",34,37.4
"590813507",2021,"COE",47,100
"590813507",2022,"COE",54,100
"590813507",2023,"COE",50,100
"590813507",2024,"COE",52,100
"590813507",2025,"COE",34,100
"590815056",2021,"COE",188,98.4
"590815056",2021,"LAP",2,1
"590815056",2021,"ROB",1,0.5
"590815056",2022,"COE",186,100
"590815056",2023,"COE",212,100
"590815056",2024,"COE",160,97.6
"590815056",2024,"LAP",4,2.4
"590815056",2025,"COE",65,100
"590816310",2021,"COE",60,98.4
"590816310",2021,"ROB",1,1.6
"590816310",2022,"COE",76,100
"590816310",2023,"COE",76,98.7
"590816310",2023,"ROB",1,1.3
"590816310",2024,"COE",59,75.6
"590816310",2024,"ROB",19,24.4
