"lib_reg","annee","mois","TOT","COMPL_nb","COMPL_pct","COMPL_pct_roll12"
"ILE-DE-FRANCE",2021,3,735,21,2.9,3.2
"ILE-DE-FRANCE",2021,4,362,7,1.9,3.22
"ILE-DE-FRANCE",2021,5,594,13,2.2,3.12
"ILE-DE-FRANCE",2021,6,946,31,3.3,3.21
"ILE-DE-FRANCE",2021,7,638,22,3.4,3.21
"ILE-DE-FRANCE",2021,8,295,8,2.7,3.15
"ILE-DE-FRANCE",2021,9,696,20,2.9,3.09
"ILE-DE-FRANCE",2021,10,680,24,3.5,3.15
"ILE-DE-FRANCE",2021,11,638,23,3.6,3.1
"ILE-DE-FRANCE",2021,12,491,11,2.2,3.09
"ILE-DE-FRANCE",2022,1,601,22,3.7,3.02
"ILE-DE-FRANCE",2022,2,637,26,4.1,3.12
"ILE-DE-FRANCE",2022,3,712,18,2.5,3.08
"ILE-DE-FRANCE",2022,4,570,13,2.3,3.08
"ILE-DE-FRANCE",2022,5,676,17,2.5,3.1
"ILE-DE-FRANCE",2022,6,743,30,4,3.16
"ILE-DE-FRANCE",2022,7,506,18,3.6,3.17
"ILE-DE-FRANCE",2022,8,297,17,5.7,3.29
"ILE-DE-FRANCE",2022,9,645,20,3.1,3.32
"ILE-DE-FRANCE",2022,10,552,15,2.7,3.25
"ILE-DE-FRANCE",2022,11,634,19,3,3.2
"ILE-DE-FRANCE",2022,12,384,13,3.4,3.28
"ILE-DE-FRANCE",2023,1,652,24,3.7,3.28
"ILE-DE-FRANCE",2023,2,515,23,4.5,3.3
"ILE-DE-FRANCE",2023,3,686,25,3.6,3.41
"ILE-DE-FRANCE",2023,4,512,24,4.7,3.6
"ILE-DE-FRANCE",2023,5,527,7,1.3,3.53
"ILE-DE-FRANCE",2023,6,643,9,1.4,3.27
"ILE-DE-FRANCE",2023,7,509,10,2,3.14
"ILE-DE-FRANCE",2023,8,180,8,4.4,3.06
"ILE-DE-FRANCE",2023,9,565,18,3.2,3.07
"ILE-DE-FRANCE",2023,10,592,28,4.7,3.25
"ILE-DE-FRANCE",2023,11,547,13,2.4,3.2
"ILE-DE-FRANCE",2023,12,392,9,2.3,3.13
"ILE-DE-FRANCE",2024,1,608,17,2.8,3.04
"ILE-DE-FRANCE",2024,2,452,19,4.2,3.01
"ILE-DE-FRANCE",2024,3,556,17,3.1,2.95
"ILE-DE-FRANCE",2024,4,502,22,4.4,2.92
"ILE-DE-FRANCE",2024,5,511,17,3.3,3.09
"ILE-DE-FRANCE",2024,6,552,11,2,3.17
"ILE-DE-FRANCE",2024,7,431,12,2.8,3.25
"ILE-DE-FRANCE",2024,8,150,6,4,3.23
"ILE-DE-FRANCE",2024,9,423,11,2.6,3.19
"ILE-DE-FRANCE",2024,10,493,13,2.6,2.98
"ILE-DE-FRANCE",2024,11,478,11,2.3,2.98
"ILE-DE-FRANCE",2024,12,374,9,2.4,2.99
"ILE-DE-FRANCE",2025,1,530,24,4.5,3.15
"ILE-DE-FRANCE",2025,2,458,16,3.5,3.1
"ILE-DE-FRANCE",2025,3,499,19,3.8,3.16
"ILE-DE-FRANCE",2025,4,518,28,5.4,3.26
"ILE-DE-FRANCE",2025,5,409,13,3.2,3.25
"ILE-DE-FRANCE",2025,6,477,15,3.1,3.37
"LA RÃ‰UNION",2021,1,41,2,4.9,3.43
"LA RÃ‰UNION",2021,2,33,0,0,3.39
"LA RÃ‰UNION",2021,3,37,2,5.4,3.48
"LA RÃ‰UNION",2021,4,31,0,0,3.57
"LA RÃ‰UNION",2021,5,43,3,7,3.79
"LA RÃ‰UNION",2021,6,40,2,5,3.97
"LA RÃ‰UNION",2021,7,28,2,7.1,3.9
"LA RÃ‰UNION",2021,8,25,0,0,3.93
"LA RÃ‰UNION",2021,9,31,1,3.2,3.96
"LA RÃ‰UNION",2021,10,50,2,4,3.36
"LA RÃ‰UNION",2021,11,31,2,6.5,3.55
"LA RÃ‰UNION",2021,12,17,0,0,3.93
"LA RÃ‰UNION",2022,1,23,0,0,3.6
"LA RÃ‰UNION",2022,2,15,0,0,3.77
"LA RÃ‰UNION",2022,3,52,4,7.7,4.15
"LA RÃ‰UNION",2022,4,35,1,2.9,4.37
"LA RÃ‰UNION",2022,5,43,2,4.7,4.11
"LA RÃ‰UNION",2022,6,60,1,1.7,3.67
"LA RÃ‰UNION",2022,7,26,1,3.8,3.44
"LA RÃ‰UNION",2022,8,54,0,0,3.22
"LA RÃ‰UNION",2022,9,40,0,0,2.93
"LA RÃ‰UNION",2022,10,48,0,0,2.49
"LA RÃ‰UNION",2022,11,45,0,0,1.98
"LA RÃ‰UNION",2022,12,39,2,5.1,2.3
"LA RÃ‰UNION",2023,1,40,1,2.5,2.42
"LA RÃ‰UNION",2023,2,33,0,0,2.34
"LA RÃ‰UNION",2023,3,43,0,0,1.59
"LA RÃ‰UNION",2023,4,43,2,4.7,1.76
"LA RÃ‰UNION",2023,5,39,1,2.6,1.57
"LA RÃ‰UNION",2023,6,48,1,2.1,1.61
"LA RÃ‰UNION",2023,7,35,0,0,1.39
"LA RÃ‰UNION",2023,8,43,3,7,2.02
"LA RÃ‰UNION",2023,9,29,2,6.9,2.48
"LA RÃ‰UNION",2023,10,50,2,4,2.88
"LA RÃ‰UNION",2023,11,39,1,2.6,3.13
"LA RÃ‰UNION",2023,12,32,4,12.5,3.6
"LA RÃ‰UNION",2024,1,35,1,2.9,3.64
"LA RÃ‰UNION",2024,2,45,1,2.2,3.76
"LA RÃ‰UNION",2024,3,28,0,0,3.88
"LA RÃ‰UNION",2024,4,41,0,0,3.46
"LA RÃ‰UNION",2024,5,31,0,0,3.3
"LA RÃ‰UNION",2024,6,32,0,0,3.19
"LA RÃ‰UNION",2024,7,38,1,2.6,3.39
"LA RÃ‰UNION",2024,8,34,0,0,2.77
"LA RÃ‰UNION",2024,9,33,1,3,2.51
"LA RÃ‰UNION",2024,10,37,0,0,2.12
"LA RÃ‰UNION",2024,11,27,1,3.7,2.17
"LA RÃ‰UNION",2024,12,17,0,0,1.25
"LA RÃ‰UNION",2025,1,24,1,4.2,1.29
"LA RÃ‰UNION",2025,2,29,3,10.3,1.88
"LA RÃ‰UNION",2025,3,35,3,8.6,2.64
"LA RÃ‰UNION",2025,4,31,1,3.2,2.98
"LA RÃ‰UNION",2025,5,22,1,4.5,3.33
"LA RÃ‰UNION",2025,6,25,1,4,3.68
"MARTINIQUE",2021,1,11,0,0,3.68
"MARTINIQUE",2021,2,6,0,0,4.03
"MARTINIQUE",2021,3,11,1,9.1,4.36
"MARTINIQUE",2021,4,10,0,0,4.83
"MARTINIQUE",2021,5,7,0,0,4.82
"MARTINIQUE",2021,6,15,0,0,4.86
"MARTINIQUE",2021,7,6,0,0,4.8
"MARTINIQUE",2021,8,4,0,0,3.82
"MARTINIQUE",2021,10,1,0,0,2.67
"MARTINIQUE",2021,11,16,0,0,2.23
"MARTINIQUE",2021,12,1,0,0,1.77
"MARTINIQUE",2022,1,13,0,0,0.99
"MARTINIQUE",2022,2,5,1,20,2.11
"MARTINIQUE",2022,3,10,0,0,2.02
"MARTINIQUE",2022,4,7,0,0,1.05
"MARTINIQUE",2022,5,7,0,0,1.09
"MARTINIQUE",2022,6,6,0,0,1.1
"MARTINIQUE",2022,7,9,0,0,1.18
"MARTINIQUE",2022,8,5,0,0,1.19
"MARTINIQUE",2022,9,4,0,0,1.19
"MARTINIQUE",2022,10,6,0,0,1.12
"MARTINIQUE",2022,11,6,0,0,1.27
"MARTINIQUE",2022,12,2,0,0,1.25
"MARTINIQUE",2023,1,9,0,0,1.32
"MARTINIQUE",2023,2,11,0,0,0
"MARTINIQUE",2023,3,12,0,0,0
"MARTINIQUE",2023,4,4,0,0,0
"MARTINIQUE",2023,5,5,0,0,0
"MARTINIQUE",2023,6,6,0,0,0
"MARTINIQUE",2023,7,15,0,0,0
"MARTINIQUE",2023,8,5,0,0,0
"MARTINIQUE",2023,9,3,0,0,0
"MARTINIQUE",2023,10,6,0,0,0
"MARTINIQUE",2023,11,9,0,0,0
"MARTINIQUE",2023,12,6,1,16.7,1.1
"MARTINIQUE",2024,1,10,0,0,1.09
"MARTINIQUE",2024,2,8,0,0,1.13
"MARTINIQUE",2024,3,11,0,0,1.14
"MARTINIQUE",2024,4,7,0,0,1.1
"MARTINIQUE",2024,5,6,0,0,1.09
"MARTINIQUE",2024,6,4,1,25,2.22
"MARTINIQUE",2024,7,10,0,0,2.36
"MARTINIQUE",2024,8,1,0,0,2.47
"MARTINIQUE",2024,9,7,0,0,2.36
"MARTINIQUE",2024,10,4,0,0,2.41
"MARTINIQUE",2024,11,8,0,0,2.44
"MARTINIQUE",2024,12,5,0,0,1.23
"MARTINIQUE",2025,1,7,0,0,1.28
"MARTINIQUE",2025,2,8,0,0,1.28
"MARTINIQUE",2025,3,4,0,0,1.41
"MARTINIQUE",2025,4,7,0,0,1.41
"MARTINIQUE",2025,5,4,0,0,1.45
"MARTINIQUE",2025,6,6,0,0,0
"NORMANDIE",2021,1,203,4,2,1.54
"NORMANDIE",2021,2,154,7,4.5,2.64
"NORMANDIE",2021,3,198,6,3,2.78
"NORMANDIE",2021,4,88,2,2.3,2.74
"NORMANDIE",2021,5,121,2,1.7,2.61
"NORMANDIE",2021,6,196,8,4.1,2.92
"NORMANDIE",2021,7,152,3,2,2.81
"NORMANDIE",2021,8,114,1,0.9,2.66
"NORMANDIE",2021,9,186,6,3.2,2.73
"NORMANDIE",2021,10,171,4,2.3,2.7
"NORMANDIE",2021,11,177,6,3.4,2.78
"NORMANDIE",2021,12,90,6,6.7,2.98
"NORMANDIE",2022,1,166,3,1.8,2.98
"NORMANDIE",2022,2,153,5,3.3,2.87
"NORMANDIE",2022,3,200,10,5,3.1
"NORMANDIE",2022,4,155,3,1.9,3.03
"NORMANDIE",2022,5,169,6,3.6,3.17
"NORMANDIE",2022,6,174,8,4.6,3.2
"NORMANDIE",2022,7,120,5,4.2,3.36
"NORMANDIE",2022,8,94,2,2.1,3.45
"NORMANDIE",2022,9,178,5,2.8,3.41
"NORMANDIE",2022,10,163,8,4.9,3.65
"NORMANDIE",2022,11,142,6,4.2,3.72
"NORMANDIE",2022,12,101,5,5,3.64
"NORMANDIE",2023,1,178,6,3.4,3.78
"NORMANDIE",2023,2,130,3,2.3,3.72
"NORMANDIE",2023,3,156,3,1.9,3.41
"NORMANDIE",2023,4,122,3,2.5,3.48
"NORMANDIE",2023,5,152,2,1.3,3.28
"NORMANDIE",2023,6,152,4,2.6,3.08
"NORMANDIE",2023,7,113,4,3.5,3.03
"NORMANDIE",2023,8,86,2,2.3,3.04
"NORMANDIE",2023,9,159,5,3.1,3.07
"NORMANDIE",2023,10,151,4,2.6,2.85
"NORMANDIE",2023,11,165,7,4.2,2.87
"NORMANDIE",2023,12,102,3,2.9,2.74
"NORMANDIE",2024,1,172,6,3.5,2.75
"NORMANDIE",2024,2,151,4,2.6,2.77
"NORMANDIE",2024,3,148,4,2.7,2.84
"NORMANDIE",2024,4,148,7,4.7,3.03
"NORMANDIE",2024,5,117,4,3.4,3.22
"NORMANDIE",2024,6,143,5,3.5,3.3
"NORMANDIE",2024,7,110,2,1.8,3.18
"NORMANDIE",2024,8,77,2,2.6,3.2
"NORMANDIE",2024,9,116,1,0.9,3.05
"NORMANDIE",2024,10,144,7,4.9,3.25
"NORMANDIE",2024,11,136,0,0,2.87
"NORMANDIE",2024,12,90,2,2.2,2.83
"NORMANDIE",2025,1,139,12,8.6,3.28
"NORMANDIE",2025,2,129,4,3.1,3.34
"NORMANDIE",2025,3,147,5,3.4,3.41
"NORMANDIE",2025,4,133,6,4.5,3.37
"NORMANDIE",2025,5,116,4,3.4,3.37
"NORMANDIE",2025,6,160,2,1.3,3.14
"NOUVELLE-AQUITAINE",2021,1,260,11,4.2,3.4
"NOUVELLE-AQUITAINE",2021,2,187,13,7,3.82
"NOUVELLE-AQUITAINE",2021,3,306,11,3.6,3.96
"NOUVELLE-AQUITAINE",2021,4,197,8,4.1,3.9
"NOUVELLE-AQUITAINE",2021,5,203,10,4.9,4.26
"NOUVELLE-AQUITAINE",2021,6,315,17,5.4,4.49
"NOUVELLE-AQUITAINE",2021,7,172,11,6.4,4.39
"NOUVELLE-AQUITAINE",2021,8,156,3,1.9,4.3
"NOUVELLE-AQUITAINE",2021,9,266,5,1.9,4.09
"NOUVELLE-AQUITAINE",2021,10,223,9,4,4.06
"NOUVELLE-AQUITAINE",2021,11,270,6,2.2,3.91
"NOUVELLE-AQUITAINE",2021,12,135,8,5.9,4.16
"NOUVELLE-AQUITAINE",2022,1,236,6,2.5,4.01
"NOUVELLE-AQUITAINE",2022,2,187,4,2.1,3.67
"NOUVELLE-AQUITAINE",2022,3,288,8,2.8,3.58
"NOUVELLE-AQUITAINE",2022,4,220,11,5,3.66
"NOUVELLE-AQUITAINE",2022,5,256,3,1.2,3.33
"NOUVELLE-AQUITAINE",2022,6,260,9,3.5,3.11
"NOUVELLE-AQUITAINE",2022,7,152,2,1.3,2.79
"NOUVELLE-AQUITAINE",2022,8,136,7,5.1,2.96
"NOUVELLE-AQUITAINE",2022,9,239,7,2.9,3.06
"NOUVELLE-AQUITAINE",2022,10,215,5,2.3,2.92
"NOUVELLE-AQUITAINE",2022,11,239,12,5,3.19
"NOUVELLE-AQUITAINE",2022,12,138,4,2.9,3.03
"NOUVELLE-AQUITAINE",2023,1,282,14,5,3.29
"NOUVELLE-AQUITAINE",2023,2,224,4,1.8,3.25
"NOUVELLE-AQUITAINE",2023,3,251,12,4.8,3.45
"NOUVELLE-AQUITAINE",2023,4,195,7,3.6,3.33
"NOUVELLE-AQUITAINE",2023,5,214,8,3.7,3.57
"NOUVELLE-AQUITAINE",2023,6,266,7,2.6,3.48
"NOUVELLE-AQUITAINE",2023,7,171,4,2.3,3.53
"NOUVELLE-AQUITAINE",2023,8,109,4,3.7,3.45
"NOUVELLE-AQUITAINE",2023,9,233,6,2.6,3.43
"NOUVELLE-AQUITAINE",2023,10,234,9,3.8,3.56
"NOUVELLE-AQUITAINE",2023,11,249,4,1.6,3.23
"NOUVELLE-AQUITAINE",2023,12,145,2,1.4,3.15
"NOUVELLE-AQUITAINE",2024,1,272,6,2.2,2.84
"NOUVELLE-AQUITAINE",2024,2,223,10,4.5,3.08
"NOUVELLE-AQUITAINE",2024,3,259,5,1.9,2.79
"NOUVELLE-AQUITAINE",2024,4,239,9,3.8,2.82
"NOUVELLE-AQUITAINE",2024,5,227,7,3.1,2.78
"NOUVELLE-AQUITAINE",2024,6,219,5,2.3,2.75
"NOUVELLE-AQUITAINE",2024,7,226,7,3.1,2.81
"NOUVELLE-AQUITAINE",2024,8,118,4,3.4,2.8
"NOUVELLE-AQUITAINE",2024,9,221,5,2.3,2.78
"NOUVELLE-AQUITAINE",2024,10,197,5,2.5,2.66
"NOUVELLE-AQUITAINE",2024,11,224,6,2.7,2.77
"NOUVELLE-AQUITAINE",2024,12,176,3,1.7,2.77
"NOUVELLE-AQUITAINE",2025,1,227,12,5.3,3.06
"NOUVELLE-AQUITAINE",2025,2,199,15,7.5,3.28
"NOUVELLE-AQUITAINE",2025,3,198,15,7.6,3.77
"NOUVELLE-AQUITAINE",2025,4,217,12,5.5,3.92
"NOUVELLE-AQUITAINE",2025,5,186,5,2.7,3.91
"NOUVELLE-AQUITAINE",2025,6,189,10,5.3,4.17
"OCCITANIE",2021,1,368,16,4.3,4.28
"OCCITANIE",2021,2,276,10,3.6,4.25
"OCCITANIE",2021,3,387,11,2.8,4.2
"OCCITANIE",2021,4,228,8,3.5,4.26
"OCCITANIE",2021,5,336,15,4.5,4.41
"OCCITANIE",2021,6,429,5,1.2,4.13
"OCCITANIE",2021,7,286,6,2.1,3.87
"OCCITANIE",2021,8,185,13,7,3.83
"OCCITANIE",2021,9,374,10,2.7,3.49
"OCCITANIE",2021,10,356,14,3.9,3.41
"OCCITANIE",2021,11,330,13,3.9,3.49
"OCCITANIE",2021,12,211,11,5.2,3.5
"OCCITANIE",2022,1,269,10,3.7,3.43
"OCCITANIE",2022,2,284,8,2.8,3.37
"OCCITANIE",2022,3,435,11,2.5,3.33
"OCCITANIE",2022,4,315,7,2.2,3.22
"OCCITANIE",2022,5,359,10,2.8,3.07
"OCCITANIE",2022,6,331,9,2.7,3.25
"OCCITANIE",2022,7,247,8,3.2,3.34
"OCCITANIE",2022,8,195,6,3.1,3.14
"OCCITANIE",2022,9,364,18,4.9,3.36
"OCCITANIE",2022,10,320,9,2.8,3.26
"OCCITANIE",2022,11,303,9,3,3.18
"OCCITANIE",2022,12,233,8,3.4,3.08
"OCCITANIE",2023,1,350,11,3.1,3.03
"OCCITANIE",2023,2,268,13,4.9,3.19
"OCCITANIE",2023,3,307,11,3.6,3.3
"OCCITANIE",2023,4,266,11,4.1,3.46
"OCCITANIE",2023,5,285,6,2.1,3.42
"OCCITANIE",2023,6,313,11,3.5,3.5
"OCCITANIE",2023,7,219,9,4.1,3.56
"OCCITANIE",2023,8,177,2,1.1,3.45
"OCCITANIE",2023,9,284,12,4.2,3.36
"OCCITANIE",2023,10,303,12,4,3.47
"OCCITANIE",2023,11,306,10,3.3,3.5
"OCCITANIE",2023,12,186,6,3.2,3.49
"OCCITANIE",2024,1,315,18,5.7,3.75
"OCCITANIE",2024,2,255,5,2,3.51
"OCCITANIE",2024,3,274,11,4,3.55
"OCCITANIE",2024,4,297,9,3,3.45
"OCCITANIE",2024,5,236,5,2.1,3.47
"OCCITANIE",2024,6,257,9,3.5,3.47
"OCCITANIE",2024,7,237,4,1.7,3.29
"OCCITANIE",2024,8,135,5,3.7,3.44
"OCCITANIE",2024,9,272,7,2.6,3.29
"OCCITANIE",2024,10,275,12,4.4,3.32
"OCCITANIE",2024,11,263,4,1.5,3.16
"OCCITANIE",2024,12,175,3,1.7,3.08
"OCCITANIE",2025,1,271,13,4.8,2.95
"OCCITANIE",2025,2,212,8,3.8,3.1
"OCCITANIE",2025,3,243,13,5.3,3.2
"OCCITANIE",2025,4,259,13,5,3.38
"OCCITANIE",2025,5,224,10,4.5,3.58
"OCCITANIE",2025,6,212,2,0.9,3.38
"PAYS DE LA LOIRE",2021,1,151,5,3.3,3.53
"PAYS DE LA LOIRE",2021,2,137,3,2.2,3.45
"PAYS DE LA LOIRE",2021,3,139,4,2.9,3.51
"PAYS DE LA LOIRE",2021,4,101,3,3,3.39
"PAYS DE LA LOIRE",2021,5,113,6,5.3,3.71
"PAYS DE LA LOIRE",2021,6,139,7,5,3.95
"PAYS DE LA LOIRE",2021,7,125,2,1.6,3.69
"PAYS DE LA LOIRE",2021,8,67,2,3,3.66
"PAYS DE LA LOIRE",2021,9,135,2,1.5,3.27
"PAYS DE LA LOIRE",2021,10,139,6,4.3,3.09
"PAYS DE LA LOIRE",2021,11,131,3,2.3,2.83
"PAYS DE LA LOIRE",2021,12,114,4,3.5,3.15
"PAYS DE LA LOIRE",2022,1,142,5,3.5,3.17
"PAYS DE LA LOIRE",2022,2,102,7,6.9,3.53
"PAYS DE LA LOIRE",2022,3,149,0,0,3.23
"PAYS DE LA LOIRE",2022,4,120,4,3.3,3.25
"PAYS DE LA LOIRE",2022,5,140,2,1.4,2.92
"PAYS DE LA LOIRE",2022,6,141,4,2.8,2.72
"PAYS DE LA LOIRE",2022,7,93,5,5.4,2.98
"PAYS DE LA LOIRE",2022,8,104,3,2.9,2.97
"PAYS DE LA LOIRE",2022,9,137,7,5.1,3.3
"PAYS DE LA LOIRE",2022,10,134,3,2.2,3.11
"PAYS DE LA LOIRE",2022,11,139,3,2.2,3.1
"PAYS DE LA LOIRE",2022,12,119,5,4.2,3.15
"PAYS DE LA LOIRE",2023,1,139,2,1.4,2.96
"PAYS DE LA LOIRE",2023,2,118,4,3.4,2.73
"PAYS DE LA LOIRE",2023,3,140,3,2.1,2.94
"PAYS DE LA LOIRE",2023,4,93,2,2.2,2.86
"PAYS DE LA LOIRE",2023,5,128,7,5.5,3.23
"PAYS DE LA LOIRE",2023,6,138,3,2.2,3.17
"PAYS DE LA LOIRE",2023,7,107,3,2.8,3.01
"PAYS DE LA LOIRE",2023,8,66,0,0,2.88
"PAYS DE LA LOIRE",2023,9,126,5,4,2.77
"PAYS DE LA LOIRE",2023,10,113,4,3.5,2.88
"PAYS DE LA LOIRE",2023,11,109,3,2.8,2.94
"PAYS DE LA LOIRE",2023,12,100,5,5,2.98
"PAYS DE LA LOIRE",2024,1,126,2,1.6,3.02
"PAYS DE LA LOIRE",2024,2,117,2,1.7,2.87
"PAYS DE LA LOIRE",2024,3,118,2,1.7,2.85
"PAYS DE LA LOIRE",2024,4,140,6,4.3,3.04
"PAYS DE LA LOIRE",2024,5,115,9,7.8,3.21
"PAYS DE LA LOIRE",2024,6,120,3,2.5,3.25
"PAYS DE LA LOIRE",2024,7,85,2,2.4,3.23
"PAYS DE LA LOIRE",2024,8,50,2,4,3.42
"PAYS DE LA LOIRE",2024,9,121,4,3.3,3.35
"PAYS DE LA LOIRE",2024,10,108,0,0,3.06
"PAYS DE LA LOIRE",2024,11,121,3,2.5,3.03
"PAYS DE LA LOIRE",2024,12,80,4,5,3
"PAYS DE LA LOIRE",2025,1,142,10,7,3.57
"PAYS DE LA LOIRE",2025,2,106,9,8.5,4.14
"PAYS DE LA LOIRE",2025,3,110,0,0,4.01
"PAYS DE LA LOIRE",2025,4,111,6,5.4,4.1
"PAYS DE LA LOIRE",2025,5,84,2,2.4,3.64
"PAYS DE LA LOIRE",2025,6,83,1,1.2,3.58
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,1,380,11,2.9,3.48
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,2,297,12,4,3.55
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,3,371,9,2.4,3.35
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,4,144,5,3.5,3.54
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,5,270,5,1.9,3.39
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,6,486,17,3.5,3.36
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,7,281,11,3.9,3.23
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,8,214,8,3.7,3.07
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,9,341,11,3.2,3.19
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,10,287,8,2.8,3.08
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,11,309,11,3.6,3.15
"PROVENCE-ALPES-CÃ”TE D'AZUR",2021,12,209,5,2.4,3.15
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,1,142,5,3.5,3.19
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,2,313,4,1.3,2.94
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,3,421,16,3.8,3.11
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,4,283,4,1.4,2.96
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,5,365,15,4.1,3.15
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,6,322,5,1.6,2.96
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,7,180,4,2.2,2.84
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,8,166,7,4.2,2.85
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,9,318,8,2.5,2.78
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,10,284,4,1.4,2.66
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,11,282,3,1.1,2.44
"PROVENCE-ALPES-CÃ”TE D'AZUR",2022,12,210,6,2.9,2.47
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,1,330,2,0.6,2.25
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,2,238,1,0.4,2.21
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,3,325,16,4.9,2.27
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,4,271,10,3.7,2.46
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,5,294,9,3.1,2.34
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,6,279,4,1.4,2.33
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,7,237,8,3.4,2.41
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,8,164,2,1.2,2.26
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,9,254,13,5.1,2.46
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,10,272,10,3.7,2.67
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,11,276,8,2.9,2.83
"PROVENCE-ALPES-CÃ”TE D'AZUR",2023,12,186,3,1.6,2.75
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,1,312,6,1.9,2.89
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,2,280,4,1.4,2.95
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,3,238,8,3.4,2.78
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,4,294,10,3.4,2.75
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,5,216,5,2.3,2.69
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,6,235,3,1.3,2.7
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,7,255,7,2.7,2.64
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,8,101,1,1,2.67
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,9,243,6,2.5,2.44
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,10,234,1,0.4,2.15
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,11,233,6,2.6,2.12
"PROVENCE-ALPES-CÃ”TE D'AZUR",2024,12,169,0,0,2.03
"PROVENCE-ALPES-CÃ”TE D'AZUR",2025,1,299,9,3,2.14
"PROVENCE-ALPES-CÃ”TE D'AZUR",2025,2,251,8,3.2,2.31
"PROVENCE-ALPES-CÃ”TE D'AZUR",2025,3,289,11,3.8,2.38
"PROVENCE-ALPES-CÃ”TE D'AZUR",2025,4,256,11,4.3,2.44
"PROVENCE-ALPES-CÃ”TE D'AZUR",2025,5,225,5,2.2,2.44
"PROVENCE-ALPES-CÃ”TE D'AZUR",2025,6,272,8,2.9,2.57
